user_id,nb_visits,nb_purchase,amount_purchase,nb_products_seen,nb__distinct_products,nb_distinct_category0,nb_distinct_category1,nb_distinct_category2,nb_distinct_product_purchased,nb_distinct_category_purchased,nb_visits_last_month,nb_purchase_last_month,amount_purchase_last_month,nb_products_seen_last_month,nb__distinct_products_last_month,nb_distinct_category0_last_month,nb_distinct_category1_last_month,nb_distinct_category2_last_month,nb_distinct_product_purchased_last_month,nb_distinct_category_purchased_last_month,nb_associated_months,nb_days_last_activity,nb_days_last_purchase,nb_active_months,nb_active_purchase_months,nb_purchase_total,amount_purchase_total,no_activity_evaluation_period,amount_purchase_evaluation_period,no_purchase_evaluation_period
22656,4,3,67.0,4,4,3,4,4,3,3,0,0,0.0,0,0,0,0,0,0,0,0,107,107,1,1,3,67.0,1,0,1
67677,7,1,48.0,4,4,3,4,4,1,1,3,1,48.0,2,2,2,2,2,1,1,3,17,24,3,1,1,48.0,0,0,1
112638,17,2,61.0,16,14,6,12,12,2,2,0,0,0.0,0,0,0,0,0,0,0,0,99,100,1,1,2,61.0,1,0,1
90994,59,2,51.0,58,55,10,30,31,2,2,4,0,0.0,4,4,3,3,3,0,0,3,28,44,4,1,2,51.0,1,0,1
125144,19,1,42.0,19,19,6,13,13,1,1,0,0,0.0,0,0,0,0,0,0,0,0,100,106,1,1,1,42.0,1,0,1
119612,154,11,201.0,115,101,10,41,41,10,5,0,0,0.0,0,0,0,0,0,0,0,2,41,84,3,2,11,201.0,1,0,1
71198,3,3,38.0,3,3,2,3,3,3,2,2,2,8.0,2,2,1,2,2,2,1,3,2,2,2,2,3,38.0,0,1,0
39878,34,2,36.0,26,25,7,18,18,2,2,0,0,0.0,0,0,0,0,0,0,0,1,76,85,2,2,2,36.0,1,0,1
114370,1,1,45.0,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,105,105,1,1,1,45.0,1,0,1
94988,16,5,72.0,9,8,3,6,6,5,2,0,0,0.0,0,0,0,0,0,0,0,1,92,92,2,2,5,72.0,1,0,1
84489,1,1,129.0,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,104,104,1,1,1,129.0,1,0,1
123721,14,1,129.0,12,12,5,8,8,1,1,0,0,0.0,0,0,0,0,0,0,0,1,77,77,2,1,1,129.0,0,0,1
38281,2,1,47.0,2,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,102,104,1,1,1,47.0,1,0,1
1908,48,3,61.0,31,30,8,22,22,3,2,0,0,0.0,0,0,0,0,0,0,0,0,96,102,1,1,3,61.0,1,0,1
83704,11,1,37.0,7,7,5,7,7,1,1,0,0,0.0,0,0,0,0,0,0,0,2,43,43,3,1,1,37.0,0,0,1
57605,2,1,38.0,2,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,103,103,1,1,1,38.0,1,0,1
65628,32,3,67.0,29,29,9,18,18,3,2,0,0,0.0,0,0,0,0,0,0,0,0,93,97,1,1,3,67.0,0,0,1
